RDN18-1	1	1945	3471	1966.33004926	0.0	-0.0157353437143	F
RDN18-1	2	1817	1147	649.778325123	1.81063272761	1.48353889446	P
RDN18-1	3	172	359	203.374384236	0.0	-0.24172941288	F
RDN18-1	4	194	404	228.866995074	0.0	-0.238452774324	F
RDN18-1	5	57	170	96.3054187192	0.0	-0.756655055732	F
RDN18-1	6	356	524	296.84729064	0.0917596321234	0.26215629567	F
RDN18-1	7	596	1321	748.349753695	0.0	-0.328400364544	F
RDN18-1	8	111	241	136.527093596	0.0	-0.298627603639	F
RDN18-1	9	47	129	73.078817734	0.0	-0.636792537505	F
RDN18-1	10	503	766	433.9408867	0.10712677238	0.213059874121	F
RDN18-1	11	363	824	466.798029557	0.0	-0.362828922947	F
RDN18-1	12	63	145	82.1428571429	0.0	-0.382783300274	F
RDN18-1	13	51	128	72.5123152709	0.0	-0.507728791788	F
RDN18-1	14	61	170	96.3054187192	0.0	-0.658807732334	F
RDN18-1	15	67	146	82.7093596059	0.0	-0.303889502181	F
RDN18-1	16	133	215	121.798029557	0.0173768657103	0.126935452153	F
RDN18-1	17	73	173	98.0049261084	0.0	-0.424957802516	F
RDN18-1	18	50	126	71.3793103448	0.0	-0.513577867484	F
RDN18-1	19	209	398	225.467980296	0.0	-0.109419622222	F
RDN18-1	20	277	475	269.088669951	0.0122723158886	0.0418043290717	F
RDN18-1	21	55	120	67.9802955665	0.0	-0.305685015843	F
RDN18-1	22	133	223	126.330049261	0.010346647393	0.0742284018217	F
RDN18-1	23	845	1048	593.694581281	0.389833247233	0.509230395873	F
RDN18-1	24	302	139	78.7438423645	0.346322309083	1.93930953284	P
RDN18-1	25	3929	1981	1122.24137931	2.98344125684	1.80777915381	P
RDN18-1	26	332	503	284.950738916	0.0729843642914	0.220470707782	F
RDN18-1	27	1471	3216	1821.87192118	0.0	-0.308624293683	F
RDN18-1	28	267	363	205.640394089	0.0951830427823	0.376716059933	F
RDN18-1	29	69	160	90.6403940887	0.0	-0.393557771868	F
RDN18-1	30	151	372	210.738916256	0.0	-0.480908205542	F
RDN18-1	31	173	344	194.876847291	0.0	-0.171790660825	F
RDN18-1	32	81	190	107.63546798	0.0	-0.410159739206	F
RDN18-1	33	82	218	123.497536946	0.0	-0.590786453918	F
RDN18-1	34	407	737	417.512315271	0.0	-0.036789958588	F
RDN18-1	35	45	131	74.2118226601	0.0	-0.721724038967	F
RDN18-1	36	874	1819	1030.4679803	0.0	-0.23759449191	F
RDN18-1	37	110	211	119.532019704	0.0	-0.119893608942	F
RDN18-1	38	62	138	78.1773399015	0.0	-0.33448228015	F
RDN18-1	39	545	426	241.330049261	0.471062834964	1.17524866568	P
RDN18-1	40	421	212	120.098522167	0.466768288557	1.80960183474	P
RDN18-1	41	102	99	56.0837438424	0.0712268097121	0.862914588133	P
RDN18-1	42	2184	1711	969.285714286	1.88430483065	1.17197896267	P
RDN18-1	43	315	456	258.325123153	0.0879159366739	0.286163870463	F
RDN18-1	44	88	202	114.433497537	0.0	-0.378933997874	F
RDN18-1	45	219	426	241.330049261	0.0	-0.140076694384	F
RDN18-1	46	166	232	131.428571429	0.053628339294	0.33690430246	F
RDN18-1	47	225	344	194.876847291	0.0467280271848	0.207362302756	F
